,id,member_id,loan_amnt,funded_amnt,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,loan_is_bad
14087,2307421,2739775,18000,18000,431.16,C,C2,MidFlorida Credit Union,2.0,MORTGAGE,49000.0,debt_consolidation,Financial Debt Freedom,338xx,FL,23.29,0,Jan-98,0,28.0,,14,0,17426,60%,27,f,0,28.0,INDIVIDUAL,0,0.0,211433.0,True
49043,1288384,1532572,10000,10000,357.88,D,D1,NYPD Pizza,6.0,RENT,40000.0,debt_consolidation,Paradigm,852xx,AZ,8.09,0,Jul-98,2,,,6,0,7404,97.40%,6,f,0,,INDIVIDUAL,0,,,True
14334,2093982,2546801,20125,20125,550.02,E,E3,US Army,10.0,RENT,72000.0,debt_consolidation,Consolidation,984xx,WA,10.72,2,04-Jul,1,9.0,,11,0,2788,36.20%,26,f,0,19.0,INDIVIDUAL,0,0.0,36863.0,True
17213,1655036,1947191,14675,14675,528.85,D,D1,antigua flowers,1.0,RENT,38000.0,other,Other,935xx,CA,28.14,0,Dec-00,0,52.0,,15,0,16741,61.30%,29,w,0,52.0,INDIVIDUAL,0,0.0,30929.0,True
6093,3057241,3729876,35000,35000,874.93,C,C5,Sungard,5.0,OWN,100000.0,debt_consolidation,Debt consolidation,104xx,NY,8.82,0,Sep-76,0,,,9,0,23084,97.80%,14,f,0,,INDIVIDUAL,0,0.0,25350.0,True
37186,1450123,1703127,15000,15000,515.08,C,C1,Flowserve Corporation,6.0,MORTGAGE,107000.0,debt_consolidation,consolidate,018xx,MA,9.97,0,01-Jan,0,61.0,,8,0,6331,59.20%,17,f,0,,INDIVIDUAL,0,,,True
26869,1571826,1839674,25475,25475,568.23,B,B3,ECPI University,7.0,MORTGAGE,63856.0,home_improvement,home improvement,260xx,WV,18.45,0,Dec-99,1,,,9,0,4240,13.60%,33,f,0,,INDIVIDUAL,0,0.0,152201.0,True
18274,1945001,2277177,11625,11625,416.03,C,C5,Hakkasan,2.0,RENT,70000.0,major_purchase,Standard loan,945xx,CA,20.18,0,Jul-97,3,30.0,,22,0,10429,14.70%,37,f,0,30.0,INDIVIDUAL,0,0.0,37894.0,True
16826,2090442,2423013,8400,8400,287.46,B,B5,Welvista,2.0,MORTGAGE,37500.0,debt_consolidation,Debt consolidation,296xx,SC,20.42,0,Apr-88,0,,53.0,5,1,5133,88.50%,19,f,0,,INDIVIDUAL,0,0.0,100290.0,True
10932,2445418,2927653,5000,5000,188.38,E,E2,life care center ,2.0,RENT,32000.0,debt_consolidation,debt consolidation,891xx,NV,29.66,0,06-Nov,3,,,6,0,2103,26.30%,12,f,0,,INDIVIDUAL,0,447.0,16626.0,True
41108,1405806,1654662,15000,15000,515.08,C,C1,Smart Schools Plus/ Tolleson High Sch,10.0,MORTGAGE,75000.0,debt_consolidation,get rid of high interest loans,853xx,AZ,18.58,1,Oct-76,0,11.0,,10,0,64919,70.70%,38,f,0,,INDIVIDUAL,0,,,True
37108,1451089,1704349,33950,33950,990.52,G,G1,long beach memorial medical center,4.0,RENT,86000.0,debt_consolidation,debt consolidation,907xx,CA,26.2,1,Nov-00,1,17.0,,20,0,28966,76%,42,f,0,,INDIVIDUAL,0,,,True
34776,1476458,1734061,26325,26325,719.46,E,E3,Flemming Zulack Willamson Zauderer LLP,10.0,RENT,66000.0,debt_consolidation,Debt Consolidation/Medical Bills,080xx,NJ,14.97,0,Apr-90,2,,,12,0,14827,53.10%,25,f,0,,INDIVIDUAL,0,0.0,91965.0,True
17229,2078288,2430682,11500,11500,405.96,C,C4,AT&T,2.0,RENT,65000.0,debt_consolidation,Debt Consolidation,300xx,GA,7.29,0,Jun-00,1,,,8,0,14809,83.20%,13,f,0,,INDIVIDUAL,0,75.0,14809.0,True
6101,3067180,3739834,35000,35000,1201.84,C,C1,ENTERGY NUCLEAR NORTHEAST,2.0,MORTGAGE,102000.0,debt_consolidation,DEBT CONSOLIDATION,130xx,NY,15.58,0,Feb-99,0,,,12,0,26907,83.60%,29,f,0,,INDIVIDUAL,0,0.0,207022.0,True
21823,1636752,1909033,8000,8000,274.71,C,C1,Walmart ,10.0,RENT,25000.0,medical,medical expense ,937xx,CA,31.01,0,03-Jun,0,48.0,,9,0,9256,78.40%,28,f,0,48.0,INDIVIDUAL,0,0.0,16359.0,True
23166,1618645,1890510,4375,4375,141.5,B,B1,Metroplex BallPark service,10.0,RENT,15000.0,home_improvement,home improvement,761xx,TX,16.8,0,May-98,0,48.0,,5,0,8810,55.10%,14,f,0,,INDIVIDUAL,0,0.0,8810.0,True
27475,1564139,1831638,25000,25000,641.52,D,D2,US ARMY,10.0,MORTGAGE,79272.0,debt_consolidation,RESTART,112xx,NY,24.22,1,Jun-94,3,23.0,,9,0,11687,50.80%,20,f,0,,INDIVIDUAL,0,0.0,269578.0,True
21928,1684768,1966933,20425,20425,743.45,D,D2,Kinder Morgan,6.0,OWN,65000.0,debt_consolidation,debt,604xx,IL,20.16,0,01-Sep,3,,,13,0,16016,71.50%,26,f,0,,INDIVIDUAL,0,0.0,39207.0,True
22170,1637358,1909674,12000,12000,436.79,D,D2,SCOGGIN-DICKEY CHEV,10.0,RENT,42000.0,debt_consolidation,TANK,794xx,TX,19.37,0,01-Apr,2,32.0,,11,0,12369,69.50%,27,f,0,,INDIVIDUAL,0,0.0,14988.0,True
49378,1282552,1526328,25000,25000,662.21,E,E1,Niagara Falls Memorial Medical Center,6.0,RENT,64837.0,debt_consolidation,Debt Consolidation Loan,142xx,NY,20.62,2,Jul-90,1,12.0,,11,0,20367,80.80%,21,f,0,,INDIVIDUAL,0,,,True
43061,1382617,1627429,15000,15000,506.21,B,B4,chianti south,10.0,MORTGAGE,78000.0,debt_consolidation,debt payoff,284xx,NC,14.72,0,03-Jul,1,,,16,0,15464,36.90%,33,f,0,,INDIVIDUAL,0,,,True
24374,1601836,1872735,20500,20500,532.35,D,D4,AIRGAS,10.0,MORTGAGE,54000.0,debt_consolidation,BILL CONSOLIDATION,645xx,MO,25.6,0,Jun-96,2,39.0,,11,0,13327,49.20%,31,f,0,,INDIVIDUAL,0,0.0,160893.0,True
5147,3108642,3781231,7200,7200,259.47,D,D1,Restaurant depot,3.0,MORTGAGE,96224.0,credit_card,Credit card repay,775xx,TX,18.95,0,06-Jun,2,,,13,0,21181,84.40%,33,f,0,,INDIVIDUAL,0,0.0,169259.0,True
46997,1323110,1568080,18600,18600,508.23,E,E4,Circle K Furniture,1.0,RENT,38000.0,debt_consolidation,Debt consolidation,322xx,FL,23.62,0,02-Nov,0,,,10,0,15086,72.90%,19,f,0,,INDIVIDUAL,0,,,True
42607,1387635,1633549,6000,6000,216.23,D,D1,Devoe Buick GMC,3.0,RENT,42000.0,debt_consolidation,debt consolidation,341xx,FL,12.37,0,Dec-00,1,,,6,0,19245,85.50%,7,f,0,,INDIVIDUAL,0,,,True
20789,1690579,1973125,10000,10000,370.22,D,D5,Catholic charities,4.0,RENT,77000.0,home_improvement,Home improvement,112xx,NY,22.16,0,Jan-99,2,67.0,,25,0,14022,85%,54,f,0,67.0,INDIVIDUAL,0,0.0,93065.0,True
1787,3236405,3978745,20000,20000,541.07,E,E2,Mass Dept of Correction,5.0,RENT,72000.0,debt_consolidation,Debt consolidation,027xx,MA,17.88,0,01-Jun,2,,,9,0,6658,50.80%,20,f,0,,INDIVIDUAL,0,0.0,28175.0,True
28276,1554465,1821156,6000,6000,182.62,A,A1,Indian River County Fire Rescue,6.0,MORTGAGE,55000.0,debt_consolidation,Debt consolidation,329xx,FL,19.66,0,01-May,2,,,8,0,2496,5.60%,17,f,0,,INDIVIDUAL,0,0.0,138749.0,True
24423,1601353,1872248,22250,22250,637.0,F,F4,precise pest control Inc,8.0,OWN,110352.0,debt_consolidation,debt consolidation,303xx,GA,7.33,0,07-May,3,,,12,0,23884,56.90%,14,f,0,,INDIVIDUAL,0,0.0,23884.0,True
832,3220818,3963779,5500,5500,185.61,B,B4,Koinonia Family Services,8.0,MORTGAGE,35000.0,debt_consolidation,consolidate,953xx,CA,20.81,0,May-00,0,35.0,,9,0,10404,78.20%,21,f,0,35.0,INDIVIDUAL,0,0.0,338750.0,True
32819,1500668,1761634,15125,15125,510.43,B,B4,aamco transmission,10.0,MORTGAGE,70000.0,credit_card,consolidation,015xx,MA,29.66,0,06-Jul,3,,,17,0,9456,25.90%,27,f,0,,INDIVIDUAL,0,0.0,242483.0,True
37188,1450176,1702971,6000,6000,190.52,A,A5,Y&S Candies,10.0,MORTGAGE,70000.0,credit_card,cardpayoff,172xx,PA,21.26,0,Jan-96,2,,,14,0,16008,58.60%,21,f,0,,INDIVIDUAL,0,,,True
8928,2836994,3419493,19075,19075,540.81,F,F2,Carriage House corp,10.0,OWN,43000.0,debt_consolidation,CONSOLIDATE,141xx,NY,18.5,0,Dec-99,1,52.0,,14,0,9698,62.60%,28,w,0,52.0,INDIVIDUAL,0,0.0,57646.0,True
33712,1489732,1749460,12175,12175,418.07,C,C1,Macy's Inc.,4.0,RENT,35000.0,debt_consolidation,debt consolidation,021xx,MA,21.35,0,05-Aug,1,,,11,0,8237,39%,18,f,0,,INDIVIDUAL,0,0.0,12152.0,True
28370,1553773,1819979,30000,30000,850.55,F,F2,1105 Media Inc,4.0,MORTGAGE,80000.0,credit_card,Credit Card Payoff,935xx,CA,20.99,0,Oct-00,0,,,19,0,19528,88.40%,30,f,0,,INDIVIDUAL,0,0.0,261841.0,True
38638,1434521,1685986,3000,3000,98.42,B,B2,AT&T,4.0,RENT,69000.0,debt_consolidation,Debt consolidation,770xx,TX,20.8,0,03-Dec,3,,,15,0,7140,34.30%,21,f,0,,INDIVIDUAL,0,,,True
13562,2309865,2742395,5375,5375,196.35,D,D3,Good Neigbor,10.0,RENT,35000.0,other,personal loan,946xx,CA,5.17,0,05-Apr,0,75.0,,5,0,5485,62.30%,13,w,0,75.0,INDIVIDUAL,0,0.0,5607.0,True
49404,1282388,1525953,30000,30000,850.21,F,F4,Norfolk Southern Inc. ,7.0,RENT,80000.0,debt_consolidation,Debt Consolidation,245xx,VA,20.63,0,04-Oct,1,59.0,,15,0,10417,36.60%,25,f,0,,INDIVIDUAL,0,,,True
2129,3215216,3957425,10000,10000,353.01,C,C4,,,RENT,40295.0,credit_card,help with credit cards,231xx,VA,21.86,0,07-Jun,1,,,7,0,14348,92%,11,f,0,,INDIVIDUAL,0,0.0,31224.0,True
34701,1476846,1734269,16450,16450,433.27,D,D5,Wasco State Prison - Reception Center,4.0,RENT,42000.0,debt_consolidation,paymydebts,933xx,CA,25.54,0,Mar-98,1,,,12,0,15412,77.80%,32,f,0,,INDIVIDUAL,0,0.0,37001.0,True
23333,1616032,1887834,10000,10000,342.22,B,B5,,,RENT,29592.0,debt_consolidation,payoff credit cards,775xx,TX,15.86,0,Nov-00,0,,,5,0,7103,62.30%,12,f,0,,INDIVIDUAL,0,0.0,7103.0,True
33238,1494900,1755004,10000,10000,343.39,C,C1,Miami Dade County,10.0,RENT,67000.0,debt_consolidation,Pay off Credit Cards,331xx,FL,18.84,0,01-Jul,1,,,19,0,9165,59.10%,27,f,0,,INDIVIDUAL,0,0.0,22938.0,True
40281,1415503,1665462,5200,5200,173.02,B,B3,Capital City Ambulance,1.0,RENT,20000.0,debt_consolidation,Debt consolidation,298xx,SC,30.3,0,02-Jun,0,,,7,0,7594,71%,19,f,0,,INDIVIDUAL,0,,,True
38786,1432226,1683563,5850,5850,183.05,A,A4,Accutech Controls,1.0,OWN,60000.0,debt_consolidation,Personal,423xx,KY,17.26,0,05-Mar,3,,,10,0,1522,31.10%,16,f,0,,INDIVIDUAL,0,,,True
15341,2217954,2630404,11500,11500,418.59,D,D2,Fairway market,10.0,RENT,34000.0,debt_consolidation,Debt consolidation,104xx,NY,18.43,0,04-Dec,0,,,11,0,20166,96%,21,w,0,,INDIVIDUAL,0,0.0,20166.0,True
49104,1286775,1530728,7500,7500,256.3,C,C1,kerch chiropractor,1.0,RENT,18980.0,debt_consolidation,debt consolidation,850xx,AZ,17.92,0,Aug-92,1,,,10,0,6539,28.30%,18,f,0,,INDIVIDUAL,0,,,True
48220,1295502,1540466,2000,2000,68.99,C,C2,"ScanDigital, Inc",2.0,RENT,23040.0,debt_consolidation,Debt Consolidation Master Plan Loan,903xx,CA,16.41,1,07-Mar,0,18.0,,9,0,3252,45.20%,14,f,0,,INDIVIDUAL,0,,,True
32394,1505911,1767437,25000,25000,598.83,C,C2,A New Leaf,4.0,MORTGAGE,79164.0,other,Other,852xx,AZ,14.54,0,01-Jun,3,30.0,,9,0,15998,55%,22,f,0,,INDIVIDUAL,0,0.0,217704.0,True
44110,1364500,1608567,18000,18000,424.92,C,C2,volvo trucks north america,10.0,MORTGAGE,55000.0,credit_card,working on financial freedom,243xx,VA,8.55,0,May-94,0,52.0,,9,0,14408,68.60%,37,f,0,,INDIVIDUAL,0,,,True
4326,3148671,3861097,19425,19425,709.6,D,D3,ENNIS PAINT,10.0,RENT,44000.0,debt_consolidation,Debt consolidation,933xx,CA,24.62,0,01-Jan,0,,,11,0,8593,45.50%,28,w,0,,INDIVIDUAL,0,0.0,15062.0,True
8785,2836246,3418684,30000,30000,819.9,E,E3,Manilla,2.0,OWN,190000.0,debt_consolidation,personal,117xx,NY,17.47,0,Jul-99,4,,,14,0,57335,82.50%,26,w,0,,INDIVIDUAL,0,0.0,591583.0,True
14901,2217014,2629366,24000,24000,559.56,B,B5,Turner Broadcasting,2.0,MORTGAGE,60000.0,debt_consolidation,Debt consolidation,301xx,GA,26.2,0,Jan-91,0,,,14,0,21737,40.20%,32,w,0,,INDIVIDUAL,0,0.0,187310.0,True
7251,3004920,3637113,17475,17475,500.29,F,F4,Housing works,2.0,RENT,60000.0,small_business,Business,114xx,NY,16.22,0,Aug-00,1,,94.0,24,1,13679,73.50%,43,f,0,,INDIVIDUAL,0,303.0,139908.0,True
42881,1292019,1536973,5000,5000,164.03,B,B2,PODS,3.0,OWN,39000.0,car,Pay off some bills and home updating,337xx,FL,12.12,0,Feb-93,0,,,11,0,19660,34.90%,23,f,0,,INDIVIDUAL,0,,,True
43653,1368509,1612959,7400,7400,252.88,C,C1,"Vinson & Elkins, LLP",10.0,MORTGAGE,50000.0,debt_consolidation,Debt consolidation,787xx,TX,13.06,0,May-92,1,,,8,0,8113,94.30%,16,f,0,,INDIVIDUAL,0,,,True
31768,1514459,1776836,4000,4000,140.24,C,C3,City of Public Utilities,10.0,RENT,32000.0,major_purchase,Personal Loan,432xx,OH,19.39,0,Feb-92,3,,,5,0,16374,96.30%,13,f,0,,INDIVIDUAL,0,0.0,16374.0,True
12196,2090424,2422992,22350,22350,638.18,F,F3,"Plaxen & Adler, PA",1.0,RENT,65000.0,debt_consolidation,Getting back on track after death,210xx,MD,25.26,0,02-Dec,2,,,10,0,19373,94.50%,23,f,0,,INDIVIDUAL,0,0.0,45070.0,True
46170,1336510,1581659,20000,20000,510.6,D,D3,POW-JPI Productions,10.0,RENT,90000.0,debt_consolidation,consolidation,913xx,CA,18.12,1,May-93,1,17.0,,14,0,4630,25.90%,39,f,0,,INDIVIDUAL,0,,,True
34743,1476880,1734303,10000,10000,332.72,B,B3,TWIL,10.0,RENT,39507.0,debt_consolidation,DEBT CONSOLIDATION,601xx,IL,12.73,0,Jan-97,0,79.0,,13,0,8172,64.30%,20,f,0,,INDIVIDUAL,0,0.0,9423.0,True
10371,2477662,2970068,16000,16000,399.97,C,C5,Le Duyen 2,1.0,MORTGAGE,80000.0,house,home improvements,945xx,CA,18.79,0,Jan-99,1,38.0,,14,0,10653,71.90%,23,w,0,,INDIVIDUAL,0,0.0,293116.0,True
3985,3160475,3873009,35000,35000,1235.52,C,C4,AmeriFirst Mortgage,9.0,MORTGAGE,130000.0,debt_consolidation,Debt Consolidation,433xx,OH,11.85,0,04-Mar,3,,,26,0,20195,64.50%,63,f,0,,INDIVIDUAL,0,0.0,562159.0,True
38263,1439018,1690914,22250,22250,780.05,C,C3,united states postal service,10.0,MORTGAGE,56508.0,debt_consolidation,credit relief,210xx,MD,18.39,0,Dec-88,1,79.0,,12,0,22161,78.60%,33,f,0,,INDIVIDUAL,0,,,True
35533,1468000,1724373,20000,20000,715.75,C,C5,i2Solvers inc.,4.0,RENT,103000.0,debt_consolidation,Debt Consolidation.,232xx,VA,18.34,0,07-Nov,3,,,15,0,16059,32.80%,18,f,0,,INDIVIDUAL,0,,,True
20707,1691032,1973615,19000,19000,500.43,D,D5,George Mason University,3.0,RENT,43000.0,debt_consolidation,Freedom,200xx,DC,25.31,0,Oct-97,0,67.0,,13,0,20516,83.10%,40,f,0,,INDIVIDUAL,0,0.0,147168.0,True
33033,1497718,1758331,19600,19600,691.89,C,C4,North Shore LIJ,8.0,RENT,49600.0,debt_consolidation,deb consolidation,110xx,NY,19.02,1,Jan-99,2,9.0,,7,0,9389,52.20%,22,f,0,,INDIVIDUAL,0,0.0,23405.0,True
35408,718336,912542,3000,3000,112.25,E,E1,downey unified school dictrict,10.0,RENT,75000.0,debt_consolidation,summerexpenses,908xx,CA,0.7,0,08-Jul,1,49.0,,2,0,937,85.20%,4,f,0,,INDIVIDUAL,0,,,True
22593,1622153,1894365,2800,2800,91.86,B,B2,,,OWN,45000.0,medical,Medical expenses,705xx,LA,12.32,0,Jul-91,1,42.0,97.0,6,1,151,3.70%,37,w,0,,INDIVIDUAL,0,0.0,5110.0,True
20657,1691345,1973963,13000,13000,452.63,C,C2,SAN LUIS RENTAL PROPERTIES INC,8.0,MORTGAGE,49000.0,credit_card,Credit card refinancing,934xx,CA,19.22,1,May-00,1,21.0,,17,0,1604,20.30%,38,f,0,21.0,INDIVIDUAL,0,0.0,66372.0,True
187,3295605,4067876,17500,17500,488.02,E,E5,Heartland International Health Center,2.0,RENT,52250.0,credit_card,Rescue loan,606xx,IL,22.08,0,May-97,1,,,12,0,24006,100.90%,22,f,0,,INDIVIDUAL,0,0.0,38534.0,True
48274,1302409,1547227,10000,10000,332.72,B,B3,Walmart,6.0,MORTGAGE,32000.0,debt_consolidation,debt consolidatin,300xx,GA,21.6,0,04-Oct,3,,,14,0,6900,28.50%,26,f,0,,INDIVIDUAL,0,,,True
3102,3147043,3859370,9750,9750,341.82,C,C3,TOPGUY INTERNATIONAL TRADING,1.0,RENT,30000.0,credit_card,pay my credit card,917xx,CA,12.94,0,03-May,1,,,6,0,12471,71.70%,13,f,0,,INDIVIDUAL,0,0.0,12471.0,True
2953,3185826,3918654,10000,10000,343.39,C,C1,Imperial Health Products,1.0,MORTGAGE,75000.0,home_improvement,Home improvement/pay down credit card,430xx,OH,21.31,0,Jan-87,0,46.0,,11,0,23125,81.10%,40,f,0,,INDIVIDUAL,0,0.0,272447.0,True
9061,2534566,3036717,8000,8000,291.19,D,D2,Hanes Brands,10.0,RENT,29000.0,debt_consolidation,Consolidation,271xx,NC,25.12,0,Oct-99,1,,,7,0,6781,96.90%,19,f,0,,INDIVIDUAL,0,0.0,26165.0,True
23013,1620725,1892665,12000,12000,412.06,C,C1,State of Wisconsin,10.0,MORTGAGE,60000.0,credit_card,Credit card refinancing,535xx,WI,30.72,0,Jul-96,1,,,10,0,33222,93.10%,24,f,0,,INDIVIDUAL,0,0.0,197324.0,True
40017,1418644,1668763,19750,19750,512.87,D,D4,Cendyn,3.0,RENT,50000.0,other,Pay them off,334xx,FL,20.57,0,Apr-96,0,,,10,0,8139,81.40%,25,f,0,,INDIVIDUAL,0,,,True
15521,2216894,2629240,12000,12000,399.26,B,B3,FFE,1.0,RENT,45000.0,debt_consolidation,HELP,087xx,NJ,16.27,0,07-Jan,0,36.0,,5,0,3323,77.30%,7,f,0,,INDIVIDUAL,0,0.0,10676.0,True
18762,1865476,2167700,12000,12000,440.18,D,D4,US Air Force,10.0,RENT,95000.0,credit_card,CC Consolidation,995xx,AK,16.62,0,May-97,3,39.0,,12,0,20020,92.30%,23,f,0,,INDIVIDUAL,0,249.0,43069.0,True
22973,1621115,1893064,21200,21200,550.53,D,D4,us post office,10.0,MORTGAGE,60000.0,credit_card,cc refinance,532xx,WI,20.54,0,Dec-98,1,,,10,0,24455,80.70%,32,f,0,,INDIVIDUAL,0,0.0,198204.0,True
19346,1815166,2117374,14125,14125,522.93,D,D5,R&M Precision,10.0,MORTGAGE,60000.0,debt_consolidation,bill killer,913xx,CA,31.28,0,03-Nov,2,42.0,,23,0,15253,63.60%,34,f,0,42.0,INDIVIDUAL,0,0.0,45723.0,True
10272,2514865,3017032,18000,18000,440.51,C,C4,VALIC,2.0,MORTGAGE,95000.0,debt_consolidation,Debt Consolidation,028xx,RI,9.71,2,02-Jun,0,7.0,,12,0,6241,82.10%,20,f,0,7.0,INDIVIDUAL,0,0.0,321826.0,True
9389,2824826,3407019,9600,9600,323.98,B,B4,ICF International,1.0,RENT,45760.0,debt_consolidation,Credit Card Consolidation,970xx,OR,6.56,0,03-Feb,2,,,5,0,7924,39%,12,w,0,,INDIVIDUAL,0,0.0,7924.0,True
9486,2605561,3127778,12000,12000,420.71,C,C3,Power Wellness,10.0,RENT,60000.0,debt_consolidation,Consolidation loan,080xx,NJ,24.7,0,Jul-95,0,52.0,,16,0,12551,47.90%,27,w,0,52.0,INDIVIDUAL,0,0.0,30620.0,True
15464,1695977,1988819,13000,13000,358.9,E,E4,Raytheon,1.0,RENT,54000.0,debt_consolidation,Debt,752xx,TX,12.76,2,Dec-99,2,13.0,,16,0,2468,88.10%,30,w,0,,INDIVIDUAL,0,133.0,101587.0,True
27175,1568890,1836254,29100,29100,849.02,G,G1,Neighborhood Housing Services of NYC,10.0,RENT,73840.0,debt_consolidation,Debt Loan1,100xx,NY,16.37,1,Sep-98,2,16.0,,12,0,13697,41.50%,22,f,0,,INDIVIDUAL,0,0.0,27930.0,True
39374,1425855,1677007,24000,24000,623.24,D,D4,Los Angeles County Employees Retirement ,10.0,MORTGAGE,62000.0,debt_consolidation,Consolidating bills,917xx,CA,10.12,0,Mar-99,2,,,6,0,4976,58.70%,20,f,0,,INDIVIDUAL,0,,,True
25830,1584173,1853389,23000,23000,622.23,E,E2,U.S. Bank,6.0,MORTGAGE,100000.0,debt_consolidation,Credit card consolidation,402xx,KY,11.28,1,Feb-97,3,14.0,,9,0,18654,69.90%,31,f,0,,INDIVIDUAL,0,0.0,145900.0,True
42402,1386895,1632785,5000,5000,164.03,B,B2,Village Inn,10.0,MORTGAGE,60000.0,debt_consolidation,My Loan,612xx,IL,29.08,0,01-Jul,0,41.0,,14,0,21476,58.50%,24,f,0,,INDIVIDUAL,0,,,True
39773,1407648,1656482,2125,2125,77.35,D,D2,SE SPINE CENTER,3.0,OWN,25000.0,debt_consolidation,MEDICAL BILLS,330xx,FL,27.36,0,08-Jun,0,,,6,0,6330,83.30%,6,f,0,,INDIVIDUAL,0,,,True
49372,1283025,1526400,12250,12250,442.81,D,D2,City of Los Angeles,1.0,MORTGAGE,25000.0,debt_consolidation,Credit Card Payment,917xx,CA,19.5,0,04-Apr,3,,,9,0,13955,72.30%,11,f,0,,INDIVIDUAL,0,,,True
41645,1364398,1608246,10000,10000,343.39,C,C1,Higgins & Associates,10.0,RENT,57000.0,credit_card,Credit Card Payoff,432xx,OH,5.94,0,04-Jan,0,,,11,0,7444,71.60%,14,f,0,,INDIVIDUAL,0,,,True
42422,1389960,1636950,6950,6950,217.47,A,A4,GROVE ISLES HOTEL,8.0,RENT,30000.0,credit_card,Credit card refinancing,331xx,FL,4.48,0,Jan-96,0,,,5,0,3019,55.90%,6,f,0,,INDIVIDUAL,0,,,True
39883,1419982,1670365,5000,5000,182.0,D,D2,Cameron International,4.0,RENT,72500.0,medical,Daughter Medical,770xx,TX,15.74,0,Apr-00,2,,,14,0,5380,91.20%,22,f,0,,INDIVIDUAL,0,,,True
21943,1618302,1890558,22250,22250,532.96,C,C2,Voss Taylor,6.0,MORTGAGE,50000.0,debt_consolidation,Debt Consolidation,489xx,MI,25.4,0,Jan-98,0,,,10,0,37681,81.60%,27,f,0,,INDIVIDUAL,0,0.0,135992.0,True
10577,2486137,2978409,35000,35000,1148.18,B,B2,,10.0,MORTGAGE,340000.0,credit_card,Credit card refinancing,605xx,IL,12.4,0,Sep-94,0,,,26,0,37577,46.70%,50,w,0,,INDIVIDUAL,0,0.0,1131038.0,True
14506,2305484,2737698,19750,19750,666.51,B,B4,Royal Lahaina Resort,6.0,RENT,44000.0,debt_consolidation,Debt Free,967xx,HI,18.08,0,Jan-00,0,61.0,,15,0,14514,68.10%,28,f,0,,INDIVIDUAL,0,0.0,17784.0,True
9610,2694621,3256778,12000,12000,404.97,B,B4,Daily Press,5.0,MORTGAGE,70000.0,credit_card,Credit Card Payoff,236xx,VA,11.95,1,01-May,0,19.0,,16,0,13731,65.40%,21,f,0,19.0,INDIVIDUAL,0,0.0,402149.0,True
339,3294843,4067031,15000,15000,555.32,D,D5,,,RENT,60000.0,debt_consolidation,get the man off my back,447xx,OH,13.98,1,05-Apr,3,22.0,,15,0,7160,59.20%,23,f,0,50.0,INDIVIDUAL,0,104.0,15985.0,True
48357,1301232,1545807,7200,7200,246.05,C,C1,Mohican Sports Medicine,4.0,MORTGAGE,93000.0,home_improvement,Home Improvement Loan,432xx,OH,19.56,0,Nov-94,1,41.0,,17,0,226,4.10%,27,f,0,,INDIVIDUAL,0,,,True
39788,1419147,1669292,16825,16825,464.5,E,E4,STILL'S AUTO,4.0,MORTGAGE,45240.0,debt_consolidation,DEBT CONSOLIDATION,718xx,AR,34.8,0,Jan-89,0,35.0,,12,0,14257,60.60%,28,f,0,,INDIVIDUAL,0,,,True
10976,2435103,2917312,17050,17050,610.18,C,C5,fairbanks memorial hospital,10.0,RENT,39000.0,debt_consolidation,debt free,997xx,AK,20.8,0,02-May,1,59.0,,13,0,18536,83.70%,31,f,0,63.0,INDIVIDUAL,0,0.0,18674.0,True
45839,1340760,1585516,8400,8400,294.54,C,C4,WinCo Foods,10.0,RENT,48000.0,debt_consolidation,Debt consolidation,959xx,CA,25.68,0,02-May,1,51.0,,12,0,6703,88.20%,22,f,0,,INDIVIDUAL,0,,,True
5287,3055446,3727750,18000,18000,598.89,B,B3,AUTO CLUB OF SOUTHERN CALIFORNIA,8.0,RENT,48000.0,credit_card, Loan 2013,926xx,CA,8.48,0,02-Jul,0,,87.0,5,1,9902,64.30%,9,f,0,,INDIVIDUAL,0,0.0,9902.0,True
16302,1705502,1998357,8325,8325,289.86,C,C2,Harbor UCLA Medical Center,3.0,RENT,24000.0,debt_consolidation,Debt Free,907xx,CA,14.55,0,01-Jan,1,27.0,,13,0,5242,37.40%,31,f,0,,INDIVIDUAL,0,0.0,8971.0,True
49240,1284551,1528312,9000,9000,303.73,B,B4,henniges Automotive,1.0,RENT,75000.0,home_improvement,home improvementrs,270xx,NC,3.63,0,Jan-97,2,,,7,0,4348,32.70%,15,f,0,,INDIVIDUAL,0,,,True
19145,1826402,2128733,20000,20000,526.77,D,D5,Fisker Automotive,2.0,RENT,70000.0,medical,Medical expenses,928xx,CA,22.21,0,02-Apr,1,,,9,0,25701,82.10%,23,f,0,,INDIVIDUAL,0,0.0,45643.0,True
23467,1613440,1885167,8500,8500,282.81,B,B3,Fiserv Solutioons Inc,7.0,MORTGAGE,41000.0,credit_card,Credit card refinancing,596xx,MT,32.58,0,Sep-98,0,,,6,0,18115,89.20%,46,f,0,,INDIVIDUAL,0,0.0,65587.0,True
